"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","symbol","chr","start","end","strand","biotype","description"
"302","ENSG00000106123",925.21745045674,1.49960654870476,0.410699108512931,3.65135087372011,0.000260864556313375,0.00349937440687871,2051,"EPHB6","7",142855061,142871094,1,"protein_coding","EPH receptor B6 [Source:HGNC Symbol;Acc:HGNC:3396]"
"354","ENSG00000111206",196.706625853282,-0.664057589773947,0.184313901573428,-3.60286220466879,0.000314732392312515,0.00410208440754995,2305,"FOXM1","12",2857681,2877155,-1,"protein_coding","forkhead box M1 [Source:HGNC Symbol;Acc:HGNC:3818]"
"99","ENSG00000070808",25.5885475782533,-1.71712017390525,0.403761451193121,-4.25280860476188,2.11105997456186e-05,0.000419580095993956,815,"CAMK2A","5",150219491,150290291,-1,"protein_coding","calcium/calmodulin-dependent protein kinase II alpha [Source:HGNC Symbol;Acc:HGNC:1460]"
"556","ENSG00000132256",546.322160338758,-0.578633725060915,0.165190962223998,-3.50281708678646,0.000460365478845921,0.00561371592360827,85363,"TRIM5","11",5663557,5938619,-1,"protein_coding","tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]"
"156","ENSG00000085415",393.381525407679,0.715640757235187,0.168437700194997,4.24869703401734,2.15017479760898e-05,0.000426235566882042,81929,"SEH1L","18",12947133,12987536,1,"protein_coding","SEH1-like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379]"
"65","ENSG00000061273",3199.21024764819,0.624213567774423,0.146968419528286,4.24726325409171,2.16397636523402e-05,0.00042841074577084,51564,"HDAC7","12",47782722,47833132,-1,"protein_coding","histone deacetylase 7 [Source:HGNC Symbol;Acc:HGNC:14067]"
"1062","ENSG00000170542",192.389543632778,0.700333933307862,0.194850311837814,3.59421510133785,0.00032537095432911,0.00419739616977373,5272,"SERPINB9","6",2887266,2903280,-1,"protein_coding","serpin peptidase inhibitor, clade B (ovalbumin), member 9 [Source:HGNC Symbol;Acc:HGNC:8955]"
"797","ENSG00000151893",1119.6902418642,0.674599385463601,0.193911767560888,3.47889864523965,0.000503478971495005,0.00602781740971688,143384,"CACUL1","10",118674167,118755249,-1,"protein_coding","CDK2-associated, cullin domain 1 [Source:HGNC Symbol;Acc:HGNC:23727]"
"685","ENSG00000141458",1001.88787109115,0.690916999942041,0.207548211437437,3.32894701986054,0.000871749854821141,0.0093107556779028,4864,"NPC1","18",23506184,23586898,-1,"protein_coding","Niemann-Pick disease, type C1 [Source:HGNC Symbol;Acc:HGNC:7897]"
"1067","ENSG00000170791",396.82678704092,0.702238428334785,0.130063912419395,5.39917964385382,6.69463125619549e-08,2.52843367518904e-06,79145,"CHCHD7","8",56211686,56218798,1,"protein_coding","coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:HGNC Symbol;Acc:HGNC:28314]"
"595","ENSG00000135070",738.321493036144,0.526106203076559,0.106918648133073,4.9206215404235,8.62698070206643e-07,2.43306560023829e-05,81689,"ISCA1","9",86264546,86282538,-1,"protein_coding","iron-sulfur cluster assembly 1 [Source:HGNC Symbol;Acc:HGNC:28660]"
"1423","ENSG00000271254",841.251022733698,-0.834992388806978,0.2087805434137,-3.99937836713279,6.3509077223667e-05,0.00107348769481299,NA,"AC240274.1","KI270711.1",4612,29626,-1,"protein_coding",""
"827","ENSG00000154864",136.366612858675,-1.58669710578902,0.42020541605136,-3.77600346206646,0.000159364776362003,0.00233873986240555,63895,"PIEZO2","18",10666483,11148762,-1,"protein_coding","piezo-type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]"
"1138","ENSG00000175928",12.8628543912296,-2.38490913549096,0.693893983502047,-3.43699353531565,0.000588209642590929,0.00676932753574439,57633,"LRRN1","3",3799437,3847703,1,"protein_coding","leucine rich repeat neuronal 1 [Source:HGNC Symbol;Acc:HGNC:20980]"
"777","ENSG00000149289",402.338061096477,0.581357027470231,0.157829799391577,3.68344273205265,0.00023010499771502,0.00315379202750587,85463,"ZC3H12C","11",110093361,110171841,1,"protein_coding","zinc finger CCCH-type containing 12C [Source:HGNC Symbol;Acc:HGNC:29362]"
"469","ENSG00000123358",252.880673492217,1.38952463896758,0.234854899726233,5.91652394984022,3.28816612594819e-09,1.68240797221234e-07,3164,"NR4A1","12",52022832,52059507,1,"protein_coding","nuclear receptor subfamily 4, group A, member 1 [Source:HGNC Symbol;Acc:HGNC:7980]"
"1061","ENSG00000170485",370.851450135094,0.996173661268041,0.267809078588513,3.71971580096676,0.000199447074125772,0.00280466660876028,4862,"NPAS2","2",100820152,100996829,1,"protein_coding","neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:HGNC:7895]"
"492","ENSG00000125848",184.725551712782,-2.47079572423798,0.351180529068871,-7.03568540883832,1.98283855673223e-12,1.88868490199431e-10,23767,"FLRT3","20",14322988,14337616,-1,"protein_coding","fibronectin leucine rich transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:3762]"
"689","ENSG00000141867",1566.78352658097,0.434002886265622,0.114203011991319,3.80027530533617,0.000144535422814512,0.00216089731345093,23476,"BRD4","19",15235519,15332545,-1,"protein_coding","bromodomain containing 4 [Source:HGNC Symbol;Acc:HGNC:13575]"
"964","ENSG00000165495",18.7714660927458,-2.35906723957395,0.629094260578384,-3.74994239719345,0.000176875195790948,0.0025585242027258,63876,"PKNOX2","11",125164687,125433389,1,"protein_coding","PBX/knotted 1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:16714]"
"498","ENSG00000126214",2546.62685023745,0.290977659182067,0.0842639330502598,3.45316968540397,0.000554040372325433,0.00648449879356158,3831,"KLC1","14",103561896,103714249,1,"protein_coding","kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387]"
"769","ENSG00000148730",3327.23382040514,0.705010406360119,0.210677120624139,3.34640232537591,0.000818675163814606,0.00881224971995181,1979,"EIF4EBP2","10",70404379,70428618,1,"protein_coding","eukaryotic translation initiation factor 4E binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3289]"
"995","ENSG00000166793",175.761269968605,-1.43137238600552,0.260253622106198,-5.49991340916453,3.79977806241794e-08,1.54283213821233e-06,219539,"YPEL4","11",57645087,57649944,-1,"protein_coding","yippee-like 4 [Source:HGNC Symbol;Acc:HGNC:18328]"
"1027","ENSG00000168556",375.230864198718,1.15469295165628,0.222861920213462,5.18120345795407,2.20458859824919e-07,7.37052854756821e-06,3622,"ING2","4",183504994,183511096,1,"protein_coding","inhibitor of growth family, member 2 [Source:HGNC Symbol;Acc:HGNC:6063]"
"877","ENSG00000159884",556.366128273062,1.0626647367051,0.121892415313662,8.71805463835117,2.83022379800228e-18,5.95329714177008e-16,203260,"CCDC107","9",35658290,35661511,1,"protein_coding","coiled-coil domain containing 107 [Source:HGNC Symbol;Acc:HGNC:28465]"
"16","ENSG00000011478",148.179692769756,0.741745045172208,0.176463547779625,4.20338962071946,2.62947404093578e-05,0.000507304259235317,54814,"QPCTL","19",45692483,45703989,1,"protein_coding","glutaminyl-peptide cyclotransferase-like [Source:HGNC Symbol;Acc:HGNC:25952]"
"998","ENSG00000166949",4913.68978134122,-0.521671203989503,0.0950408418616999,-5.48891606777453,4.04407718011969e-08,1.61603031379717e-06,4088,"SMAD3","15",67063763,67195195,1,"protein_coding","SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]"
"643","ENSG00000137959",100.930552118511,1.45828674515432,0.331699915052915,4.39640373414533,1.10059138263408e-05,0.000233451771568531,10964,"IFI44L","1",78619922,78646145,1,"protein_coding","interferon-induced protein 44-like [Source:HGNC Symbol;Acc:HGNC:17817]"
"36","ENSG00000031823",1567.98226075845,-0.547513408001343,0.130482874782631,-4.19605568097296,2.71603501609835e-05,0.000521347912785925,8498,"RANBP3","19",5916139,5978142,-1,"protein_coding","RAN binding protein 3 [Source:HGNC Symbol;Acc:HGNC:9850]"
"1262","ENSG00000188428",267.477201566379,-0.690453608662337,0.168362065513215,-4.10100462094973,4.11360344498392e-05,0.000736412815298835,63915,"BLOC1S5","6",8013567,8064414,-1,"protein_coding","biogenesis of lysosomal organelles complex-1, subunit 5, muted [Source:HGNC Symbol;Acc:HGNC:18561]"
"140","ENSG00000080822",1023.22692152675,0.465360441823698,0.110967505711661,4.19366407165079,2.74484378661808e-05,0.000526210875295328,56650,"CLDND1","3",98497912,98523066,-1,"protein_coding","claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]"
"746","ENSG00000146535",2962.45859163879,0.385709155471143,0.109838576809857,3.51160008326445,0.000445417712914666,0.00545339633152192,2768,"GNA12","7",2728112,2844324,-1,"protein_coding","guanine nucleotide binding protein (G protein) alpha 12 [Source:HGNC Symbol;Acc:HGNC:4380]"
"612","ENSG00000136068",2104.26331534807,0.497890080440289,0.143347898832446,3.47329876821044,0.000514102720176778,0.00613560732630205,2317,"FLNB","3",58008400,58172251,1,"protein_coding","filamin B, beta [Source:HGNC Symbol;Acc:HGNC:3755]"
"324","ENSG00000108604",2187.2675915473,1.29453188823187,0.185088951137007,6.9941067809803,2.66954185954137e-12,2.43555490739482e-10,6603,"SMARCD2","17",63832081,63843065,-1,"protein_coding","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:HGNC Symbol;Acc:HGNC:11107]"
"1078","ENSG00000171155",548.292489085899,0.552768597111534,0.143081409891848,3.86331527994698,0.000111858485877617,0.00174418324018996,29071,"C1GALT1C1","X",120625793,120630150,-1,"protein_coding","C1GALT1-specific chaperone 1 [Source:HGNC Symbol;Acc:HGNC:24338]"
"69","ENSG00000064201",17.1426991592073,-2.07145294128303,0.494516644067777,-4.18884372474048,2.80379389292448e-05,0.000533916758627742,10077,"TSPAN32","11",2301997,2318200,1,"protein_coding","tetraspanin 32 [Source:HGNC Symbol;Acc:HGNC:13410]"
"484","ENSG00000124702",1042.62385313163,0.628585340853844,0.098099140656389,6.40765389633315,1.47775895575786e-10,9.81607867761086e-09,116138,"KLHDC3","6",43014103,43021298,1,"protein_coding","kelch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20704]"
"456","ENSG00000122035",924.700573288937,2.25826576594863,0.404237491627266,5.58648273038193,2.31714578666618e-08,9.91332568899982e-07,387496,"RASL11A","13",27270327,27273690,1,"protein_coding","RAS-like, family 11, member A [Source:HGNC Symbol;Acc:HGNC:23802]"
"1064","ENSG00000170624",2127.49523230179,-1.18381484193331,0.237551572519652,-4.9834014120676,6.24761527879494e-07,1.82664350187933e-05,6444,"SGCD","5",155870344,156767788,1,"protein_coding","sarcoglycan, delta (35kDa dystrophin-associated glycoprotein) [Source:HGNC Symbol;Acc:HGNC:10807]"
"346","ENSG00000110057",335.916617538459,0.631796028173007,0.166605922348947,3.792158281443,0.000149343673539894,0.00221963683587998,81622,"UNC93B1","11",67991104,68004982,-1,"protein_coding","unc-93 homolog B1 (C. elegans) [Source:HGNC Symbol;Acc:HGNC:13481]"
"658","ENSG00000138604",1495.35127509886,0.91422710455502,0.160663944161696,5.69030661686559,1.26811454972496e-08,5.81987722896503e-07,26035,"GLCE","15",69160584,69272217,1,"protein_coding","glucuronic acid epimerase [Source:HGNC Symbol;Acc:HGNC:17855]"
"289","ENSG00000105516",103.555045793919,-1.63319730551099,0.205145260033837,-7.96117495106444,1.70413230043257e-15,2.36780584312397e-13,1628,"DBP","19",48630030,48637438,-1,"protein_coding","D site of albumin promoter (albumin D-box) binding protein [Source:HGNC Symbol;Acc:HGNC:2697]"
"1244","ENSG00000186575",2595.50312160483,0.943134834787718,0.246406419456471,3.82755788939309,0.000129420951693124,0.00197306332989665,4771,"NF2","22",29603556,29698598,1,"protein_coding","neurofibromin 2 (merlin) [Source:HGNC Symbol;Acc:HGNC:7773]"
"73","ENSG00000064933",474.677180926486,0.577145287100046,0.138213599422647,4.17574890973772,2.97007288370254e-05,0.000560171280494085,5378,"PMS1","2",189784085,189877629,1,"protein_coding","PMS1 homolog 1, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9121]"
"593","ENSG00000135048",957.33779277493,0.856533696906713,0.21209267380425,4.03848790032816,5.37968677933368e-05,0.000930083975719276,23670,"TMEM2","9",71683366,71816690,-1,"protein_coding","transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:11869]"
"1404","ENSG00000243742",33.2352818349628,-2.26849209112343,0.404859066170375,-5.60316485581378,2.10472866308001e-08,9.20219641549711e-07,113157,"RPLP0P2","11",61615036,61639449,1,"transcribed_processed_pseudogene","ribosomal protein, large, P0 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17960]"
"1290","ENSG00000196639",679.471014531725,-0.666288006170534,0.137642902125709,-4.84070007156645,1.29382521645867e-06,3.48665176214708e-05,3269,"HRH1","3",11137093,11263557,1,"protein_coding","histamine receptor H1 [Source:HGNC Symbol;Acc:HGNC:5182]"
"131","ENSG00000078124",327.409499396012,0.868652814764185,0.208325153133886,4.16969723385212,3.05004559582928e-05,0.000572403228610093,55331,"ACER3","11",76860867,77026797,1,"protein_coding","alkaline ceramidase 3 [Source:HGNC Symbol;Acc:HGNC:16066]"
"848","ENSG00000157214",3042.42442776058,1.99782068933394,0.213883304323138,9.34070424831103,9.56954600306068e-21,2.78713027339142e-18,261729,"STEAP2","7",90167590,90238137,1,"protein_coding","STEAP family member 2, metalloreductase [Source:HGNC Symbol;Acc:HGNC:17885]"
"1236","ENSG00000185716",478.226219073063,0.724502278369839,0.188485123906786,3.84381676045764,0.000121135468241253,0.00186294628299044,102725138,"C16orf52","16",22007638,22087534,1,"protein_coding","chromosome 16 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:27087]"
"236","ENSG00000101384",1244.85651932936,-0.583670817301579,0.136790786321672,-4.26688692269843,1.98219565044524e-05,0.000396861549160101,182,"JAG1","20",10637684,10674107,-1,"protein_coding","jagged 1 [Source:HGNC Symbol;Acc:HGNC:6188]"
"811","ENSG00000153823",1410.61359772481,0.627894305189871,0.185065385028809,3.39282413668082,0.000691760346981775,0.00770913204932964,55022,"PID1","2",228850526,229271285,-1,"protein_coding","phosphotyrosine interaction domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26084]"
"518","ENSG00000128342",154.276285688438,-2.33091604547382,0.352905853979847,-6.60492315213033,3.97723602475274e-11,2.95270782327844e-09,3976,"LIF","22",30240447,30246851,-1,"protein_coding","leukemia inhibitory factor [Source:HGNC Symbol;Acc:HGNC:6596]"
"420","ENSG00000116991",131.94865613851,-3.05009837846199,0.57909623132305,-5.26699745825231,1.38673126189677e-07,4.90701985080061e-06,57568,"SIPA1L2","1",232397965,232561558,-1,"protein_coding","signal-induced proliferation-associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]"
"362","ENSG00000111859",1858.0254022736,1.61744198953613,0.287438698384825,5.62708500499359,1.83280421006771e-08,8.1163215676829e-07,4739,"NEDD9","6",11183298,11382348,-1,"protein_coding","neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]"
"604","ENSG00000135678",858.384735747728,1.45434505217846,0.293120801009717,4.96158937601376,6.99186846300912e-07,2.01315300137401e-05,1368,"CPM","12",68842197,68971570,-1,"protein_coding","carboxypeptidase M [Source:HGNC Symbol;Acc:HGNC:2311]"
"49","ENSG00000049089",69.330610655078,-0.932143366686273,0.224446045633224,-4.15308438184528,3.28023710854646e-05,0.000608813615305591,1298,"COL9A2","1",40300487,40317816,-1,"protein_coding","collagen, type IX, alpha 2 [Source:HGNC Symbol;Acc:HGNC:2218]"
"117","ENSG00000075142",1478.07969934526,0.415145739538798,0.100027568774665,4.15031320489261,3.32020634201326e-05,0.000615477662788137,6717,"SRI","7",88205118,88226993,-1,"protein_coding","sorcin [Source:HGNC Symbol;Acc:HGNC:11292]"
"679","ENSG00000140545",9643.89243351853,1.18720743305985,0.155031450746751,7.65784895478528,1.89073067765435e-14,2.32805822057522e-12,4240,"MFGE8","15",88898683,88913411,-1,"protein_coding","milk fat globule-EGF factor 8 protein [Source:HGNC Symbol;Acc:HGNC:7036]"
"100","ENSG00000070882",1137.43626772457,-1.12236947840167,0.270545375408368,-4.1485443124191,3.34596086713835e-05,0.000618737207970822,26031,"OSBPL3","7",24796539,24981634,-1,"protein_coding","oxysterol binding protein-like 3 [Source:HGNC Symbol;Acc:HGNC:16370]"
"754","ENSG00000147202",1304.38251189652,0.665841358504695,0.183316591060326,3.63219365281334,0.000281022098815312,0.00373013118892015,1730,"DIAPH2","X",96684663,97604997,1,"protein_coding","diaphanous-related formin 2 [Source:HGNC Symbol;Acc:HGNC:2877]"
"669","ENSG00000139354",130.463501430076,-1.01334783084742,0.281806746997119,-3.59589627163107,0.000323276605276922,0.00418463605719571,283431,"GAS2L3","12",100573683,100628286,1,"protein_coding","growth arrest-specific 2 like 3 [Source:HGNC Symbol;Acc:HGNC:27475]"
"819","ENSG00000154263",154.826700477768,-1.34819388267096,0.303102760084172,-4.44797626486992,8.66831053349656e-06,0.000190816225334019,10349,"ABCA10","17",69147214,69244846,-1,"protein_coding","ATP-binding cassette, sub-family A (ABC1), member 10 [Source:HGNC Symbol;Acc:HGNC:30]"
"1166","ENSG00000179094",743.252688449073,2.8638885980825,0.175565883863567,16.3123297935722,8.06567902712812e-60,6.10773544329277e-56,5187,"PER1","17",8140472,8156506,-1,"protein_coding","period circadian clock 1 [Source:HGNC Symbol;Acc:HGNC:8845]"
"881","ENSG00000160460",190.321023811135,-1.31577889162689,0.312916178137271,-4.20489250335175,2.61206273667196e-05,0.000504587884526745,57731,"SPTBN4","19",40466241,40576464,1,"protein_coding","spectrin, beta, non-erythrocytic 4 [Source:HGNC Symbol;Acc:HGNC:14896]"
"1075","ENSG00000171033",252.046880652192,-1.37882066064671,0.378676308637001,-3.6411590300159,0.000271413411241555,0.00360891669293534,5569,"PKIA","8",78516139,78605267,1,"protein_coding","protein kinase (cAMP-dependent, catalytic) inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:9017]"
"717","ENSG00000144228",484.066276024186,0.435701906488709,0.129714926225467,3.35891881657,0.000782480511275411,0.00851341044774863,339745,"SPOPL","2",138501801,138573547,1,"protein_coding","speckle-type POZ protein-like [Source:HGNC Symbol;Acc:HGNC:27934]"
"1170","ENSG00000179388",56.3232846179851,-1.96822931324985,0.475078400893247,-4.14295684575255,3.42856479491536e-05,0.000630930909100767,1960,"EGR3","8",22687659,22693302,-1,"protein_coding","early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240]"
"1340","ENSG00000198932",194.457205107028,-0.880715544825111,0.262917414091045,-3.34978018808648,0.000808757132714171,0.00873031131500793,9737,"GPRASP1","X",102651366,102659083,1,"protein_coding","G protein-coupled receptor associated sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:24834]"
